rtecs	 The RTECS (Registry of Toxic Effects of Chemical Substances) database is a comprehensive resource that provides toxicological information on chemicals, including their effects on health, safe handling, and exposure limits.	https://github.com/biobricks-ai/rtecs	main
pubchemrdf-kg	The PubChem Compound, Substance, BioAssay databases in RDF format.	https://github.com/biobricks-ai/pubchemrdf-kg	main
cir-ingredients	The Cosmetic Ingredient Review (CIR) studies individual chemical compounds as they are used in cosmetic products.	https://github.com/biobricks-ai/cir-ingredients	main
cpdb	carcinogencity potency databse	https://github.com/biobricks-ai/cpdb	main
USPTO_ChemReaction		https://github.com/biobricks-ai/USPTO_ChemReaction	main
clintox		https://github.com/biobricks-ai/clintox	main
biobricks-schema	BioBricks data dictionary schema	https://github.com/biobricks-ai/biobricks-schema	main
toxicodb	datasets from https://www.toxicodb.ca/datasets/	https://github.com/biobricks-ai/toxicodb	main
moleculenet		https://github.com/biobricks-ai/moleculenet	main
biogrid		https://github.com/biobricks-ai/biogrid	main
biobricks-cookbook		https://github.com/biobricks-ai/biobricks-cookbook	main
biobricks-okg-testing		https://github.com/biobricks-ai/biobricks-okg-testing	main
skinsensdb		https://github.com/biobricks-ai/skinsensdb	main
biobricks-okg-lakefs-deploy-hook		https://github.com/biobricks-ai/biobricks-okg-lakefs-deploy-hook	main
brickchat		https://github.com/biobricks-ai/brickchat	main
SMRT	Small Molecule Retention Time Dataset	https://github.com/biobricks-ai/SMRT	main
dictrank	Drug-Induced Cardiotoxicity Rank (DICTrank) Dataset	https://github.com/biobricks-ai/dictrank	main
tox24		https://github.com/biobricks-ai/tox24	main
pubchem-annotations		https://github.com/biobricks-ai/pubchem-annotations	main
wikipathways		https://github.com/biobricks-ai/wikipathways	main
bayer-dili		https://github.com/biobricks-ai/bayer-dili	main
pubtator		https://github.com/biobricks-ai/pubtator	main
biobricks-agent		https://github.com/biobricks-ai/biobricks-agent	main
public-biobricks-agent		https://github.com/biobricks-ai/public-biobricks-agent	main
COSMIC		https://github.com/biobricks-ai/COSMIC	main
harmonizome		https://github.com/biobricks-ai/harmonizome	main
compait	Data for an acute inhalation toxicity modeling challenge.	https://github.com/biobricks-ai/compait	main
adrecs	An adverse drug reaction (ADR) is described by the World Health Organization (WHO) as a 'response to a medicine which is noxious and unintended, and which occurs at doses normally used in man	https://github.com/biobricks-ai/adrecs	main
onsides		https://github.com/biobricks-ai/onsides	main
chatbot		https://github.com/biobricks-ai/chatbot	main
tera	(ITER) International Toxicity Estimates for Risk Assessment ITER is an Internet database of human health risk values and cancer classifications for over 680 chemicals of environmental concern from multiple organizations worldwide.	https://github.com/biobricks-ai/tera	main
usda_nass	USDA data on agricultural chemical inputs (fertilizer and pesticide) and USGS water quality monitoring results	https://github.com/biobricks-ai/usda_nass	main
dude	A database database of useful decoys designed to help benchmark molecular docking programs by providing challenging decoys with protein-ligand binding affinities	https://github.com/biobricks-ai/dude	main
tape	Tasks Assessing Protein Embeddings (TAPE), a set of five biologically relevant semi-supervised learning tasks spread across different domains of protein biology.	https://github.com/biobricks-ai/tape	main
drugbank-open	A vital resource for your pharmaceutical research, offering comprehensive & reliable drug data, structured for immediate use or easy software integration.	https://github.com/biobricks-ai/drugbank-open	main
brenda	the main collection of enzyme functional data available to the scientific community	https://github.com/biobricks-ai/brenda	main
OpenStemDocs	A collection of all open access peer reviewed publications.	https://github.com/biobricks-ai/OpenStemDocs	main
bace		https://github.com/biobricks-ai/bace	main
RiskDER	Chemical Risk Data Evaluation Records	https://github.com/biobricks-ai/RiskDER	main
tsar	TSAR	https://github.com/biobricks-ai/tsar	main
PDAA.old	Phthalates Data Aggregation and Analysis	https://github.com/biobricks-ai/PDAA.old	main
biorxiv		https://github.com/biobricks-ai/biorxiv	main
eutoxrisk-temposeq	Data from Biostudies EUToxRisk studies	https://github.com/biobricks-ai/eutoxrisk-temposeq	main
stitch	Chemical-Protein Interaction Networks	https://github.com/biobricks-ai/stitch	main
PurificationDB	Protein purification is a critical step for structural studies, proteomics, and drug discovery. To perform a successful purification, one must carefully choose the conditions that preserve protein structure and function.	https://github.com/biobricks-ai/PurificationDB	main
biobricks-visualization	Visualization script 	https://github.com/biobricks-ai/biobricks-visualization	main
ctgov-kg		https://github.com/biobricks-ai/ctgov-kg	main
eutoxrisk-temposeq-kg	Triple brick for the eutoxrisk asset	https://github.com/biobricks-ai/eutoxrisk-temposeq-kg	main
chemprop-llm		https://github.com/biobricks-ai/chemprop-llm	main
guide-to-pharmacology		https://github.com/biobricks-ai/guide-to-pharmacology	main
therapeutic-target-database		https://github.com/biobricks-ai/therapeutic-target-database	main
structured-sds		https://github.com/biobricks-ai/structured-sds	main
pdaa	Phthalates Data Aggregation and Analysis	https://github.com/biobricks-ai/pdaa	main
pubchem-annotations-kg	transforming the pubchem-annotations repo to an HDT	https://github.com/biobricks-ai/pubchem-annotations-kg	main
cebs		https://github.com/biobricks-ai/cebs	main
aopwikirdf-kg		https://github.com/biobricks-ai/aopwikirdf-kg	main
cir-reports		https://github.com/biobricks-ai/cir-reports	main
cosing		https://github.com/biobricks-ai/cosing	main
citox		https://github.com/biobricks-ai/citox	main
iccs-ctdbase		https://github.com/biobricks-ai/iccs-ctdbase	main
okg.biobricks.ai	Documentation for the biobricks open knowledge graph	https://github.com/biobricks-ai/okg.biobricks.ai	main
human-protein-pdb		https://github.com/biobricks-ai/human-protein-pdb	main
orthodb	The hierarchical catalog of orthologs mapping genomics to functional data	https://github.com/biobricks-ai/orthodb	main
devops-internal		https://github.com/biobricks-ai/devops-internal	main
ctgov-historical		https://github.com/biobricks-ai/ctgov-historical	main
clinicaltrials	ClinicalTrials.gov is a website and online database of clinical research studies and information about their results. 	https://github.com/biobricks-ai/clinicaltrials	main
epa-ord		https://github.com/biobricks-ai/epa-ord	main
epa-si		https://github.com/biobricks-ai/epa-si	main
mckee	The complete bibliography of peer‑reviewed papers authored or co‑authored by R.H. McKee (PubMed author ID 16174635) together with the full‑text PDFs	https://github.com/biobricks-ai/mckee	main
iuclid	data from https://iuclid6.echa.europa.eu/	https://github.com/biobricks-ai/iuclid	main
astra		https://github.com/biobricks-ai/astra	main
astra-phase2		https://github.com/biobricks-ai/astra-phase2	main
olmOCR_RiskDER	ocr pipeline (pdf to txt) for RiskDER	https://github.com/biobricks-ai/olmOCR_RiskDER	main
astra-RAG		https://github.com/biobricks-ai/astra-RAG	main
pubtator-kg	Transforming PubTator3 data into an RDF graph for biobricks-okg	https://github.com/biobricks-ai/pubtator-kg	main
croplife-docetl	Using DocETL for tabular extraction from DER	https://github.com/biobricks-ai/croplife-docetl	main
openfda-kg		https://github.com/biobricks-ai/openfda-kg	main
rdf-rag	graphRAG for collections of documents	https://github.com/biobricks-ai/rdf-rag	main
spoke-rdf	Transformation of the SPOKE.rdf files to be compatible with existing kgs	https://github.com/biobricks-ai/spoke-rdf	main
brick-check	Scripts to check the functionality of public bricks	https://github.com/biobricks-ai/brick-check	main
brick-rag	Generates READMEs for bricks using Gemini	https://github.com/biobricks-ai/brick-rag	main
sfari-gene		https://github.com/biobricks-ai/sfari-gene	main
reactome	REACTOME is an open-source, open access, manually curated and peer-reviewed pathway database.	https://github.com/biobricks-ai/reactome	main
opentargets	Downloaded data from the Open Targets Platform	https://github.com/biobricks-ai/opentargets	main
signor	Downloads latest stable release from Signor	https://github.com/biobricks-ai/signor	main
brick-chat	Chat with GCP RAG Engine to find relevant bricks	https://github.com/biobricks-ai/brick-chat	main
biobricks-cloudbank-neptune-kg-tutorial		https://github.com/biobricks-ai/biobricks-cloudbank-neptune-kg-tutorial	main
okn-registry		https://github.com/biobricks-ai/okn-registry	main
spoke-genelab-rdf		https://github.com/biobricks-ai/spoke-genelab-rdf	main
biobricks-ds-agent	Datascience agent that uses biobricks for analyses and data exploration	https://github.com/biobricks-ai/biobricks-ds-agent	main
brick-agent		https://github.com/biobricks-ai/brick-agent	main
metadata-check		https://github.com/biobricks-ai/metadata-check	main
nhanes	NHANES Environmental Phenols data (benzophenone-3, BPA, parabens, triclosan)	https://github.com/biobricks-ai/nhanes	main
deduct	DEDuCT - Database of Endocrine Disrupting Chemicals and their Toxicity profiles	https://github.com/biobricks-ai/deduct	main
edlists	EDLists.org - EU Endocrine Disruptor Lists (List I, II, III)	https://github.com/biobricks-ai/edlists	main
livertox	LiverTox - NIDDK database of drug-induced liver injury for 1000+ medications	https://github.com/biobricks-ai/livertox	main
dilirank	DILIrank - FDA-curated drug-induced liver injury severity classifications	https://github.com/biobricks-ai/dilirank	main
drugmatrix	DrugMatrix - NTP toxicogenomics database with 600+ compounds	https://github.com/biobricks-ai/drugmatrix	main
tggates	Open TG-GATEs - Japanese toxicogenomics database with rat and human hepatocyte data	https://github.com/biobricks-ai/tggates	main
pfas-tox	PFAS-Tox Database - Health and toxicological effects of PFAS forever chemicals	https://github.com/biobricks-ai/pfas-tox	main
edkb	EDKB - FDA Endocrine Disruptor Knowledge Base with ER/AR binding data	https://github.com/biobricks-ai/edkb	main
supercyp	SuperCYP - Comprehensive CYP450 drug interaction database	https://github.com/biobricks-ai/supercyp	main
t3db	T3DB - Toxin and Toxin-Target Database with 3700+ environmental toxins	https://github.com/biobricks-ai/t3db	main
twosides		https://github.com/biobricks-ai/twosides	main
herg-cardiotox		https://github.com/biobricks-ai/herg-cardiotox	main
tdc-admet		https://github.com/biobricks-ai/tdc-admet	main
cpic		https://github.com/biobricks-ai/cpic	main
gtopdb		https://github.com/biobricks-ai/gtopdb	main
drugcentral		https://github.com/biobricks-ai/drugcentral	main
lincs-consensus		https://github.com/biobricks-ai/lincs-consensus	main
pharmabench		https://github.com/biobricks-ai/pharmabench	main
dgidb		https://github.com/biobricks-ai/dgidb	main
withdrawn		https://github.com/biobricks-ai/withdrawn	main
drugcomb		https://github.com/biobricks-ai/drugcomb	main
gdsc		https://github.com/biobricks-ai/gdsc	main
drugcombdb		https://github.com/biobricks-ai/drugcombdb	main
toxric	TOXRIC toxicity datasets from Figshare - 30 assay datasets with 1.1M+ measurements	https://github.com/biobricks-ai/toxric	main
cyp450	Curated CYP450 drug metabolism interaction dataset for 6 major enzymes	https://github.com/biobricks-ai/cyp450	main
b3db	B3DB Blood-Brain Barrier permeability database with ~8000 compounds	https://github.com/biobricks-ai/b3db	main
esol	ESOL aqueous solubility dataset with ~1100 compounds	https://github.com/biobricks-ai/esol	main
drug-halflife	Drug half-life prediction dataset with 3,512 compounds	https://github.com/biobricks-ai/drug-halflife	main
lipophilicity	Lipophilicity logD7.4 dataset with 1,130 compounds	https://github.com/biobricks-ai/lipophilicity	main
kiba	KIBA kinase inhibitor bioactivity dataset - 52K compounds, 467 kinases	https://github.com/biobricks-ai/kiba	main
ames-benchmark		https://github.com/biobricks-ai/ames-benchmark	main
ames-qsar		https://github.com/biobricks-ai/ames-qsar	main
evidti		https://github.com/biobricks-ai/evidti	main
pdbbind-opt		https://github.com/biobricks-ai/pdbbind-opt	main
mordred-datasets		https://github.com/biobricks-ai/mordred-datasets	main
qsar-hts		https://github.com/biobricks-ai/qsar-hts	main
chempile-tox		https://github.com/biobricks-ai/chempile-tox	main
chembl-smiles		https://github.com/biobricks-ai/chembl-smiles	main
moses-benchmark		https://github.com/biobricks-ai/moses-benchmark	main
smiles-adr		https://github.com/biobricks-ai/smiles-adr	main
oregano	OREGANO knowledge graph: 88,937 nodes and 824,231 links for drug repurposing	https://github.com/biobricks-ai/oregano	main
plas-20k	PLAS-20k: 19,500 protein-ligand complexes with binding affinity from MD simulations	https://github.com/biobricks-ai/plas-20k	main
ld50-qsar	LD50-QSAR: ~11,000 compounds with rat acute oral toxicity data	https://github.com/biobricks-ai/ld50-qsar	main
oregano-rdf	OREGANO knowledge graph in RDF format (823K triples)	https://github.com/biobricks-ai/oregano-rdf	main
biobricks-rdf	Aggregated RDF/Knowledge Graph BioBricks (submodules)	https://github.com/biobricks-ai/biobricks-rdf	main
bindingdb-rdf	BindingDB protein-ligand binding data in RDF format (7.1M triples)	https://github.com/biobricks-ai/bindingdb-rdf	main
caco2-wang	Caco-2 cell permeability dataset with 910 compounds for intestinal absorption prediction	https://github.com/biobricks-ai/caco2-wang	main
drugcentral-rdf	DrugCentral drug-target interactions in RDF format (156K triples)	https://github.com/biobricks-ai/drugcentral-rdf	main
hia-hou	Human Intestinal Absorption dataset with 578 compounds for ADMET prediction	https://github.com/biobricks-ai/hia-hou	main
pgp-broccatelli	P-glycoprotein inhibition dataset with 1,218 compounds for drug efflux prediction	https://github.com/biobricks-ai/pgp-broccatelli	main
bioavailability-ma	Oral bioavailability dataset with 640 compounds for ADMET prediction	https://github.com/biobricks-ai/bioavailability-ma	main
bbbp	Blood-Brain Barrier Penetration dataset with 2,039 compounds from MoleculeNet	https://github.com/biobricks-ai/bbbp	main
dgidb-rdf	DGIdb drug-gene interactions in RDF format (677K triples)	https://github.com/biobricks-ai/dgidb-rdf	main
vdss-lombardo	Volume of Distribution (VDss) dataset with 1,130 compounds for ADMET prediction	https://github.com/biobricks-ai/vdss-lombardo	main
cyp2c9-veith	CYP2C9 inhibition dataset with 12,092 compounds for drug metabolism prediction	https://github.com/biobricks-ai/cyp2c9-veith	main
cyp2d6-veith	CYP2D6 inhibition dataset with 13,130 compounds for drug metabolism prediction	https://github.com/biobricks-ai/cyp2d6-veith	main
cyp3a4-veith	CYP3A4 inhibition dataset with 12,328 compounds for drug metabolism prediction	https://github.com/biobricks-ai/cyp3a4-veith	main
gtopdb-rdf	Guide to Pharmacology Database in RDF format (323K triples)	https://github.com/biobricks-ai/gtopdb-rdf	main
hiv	HIV replication inhibition dataset with 41,127 compounds from MoleculeNet	https://github.com/biobricks-ai/hiv	main
muv	MUV benchmark dataset with 93,087 compounds and 17 tasks from MoleculeNet	https://github.com/biobricks-ai/muv	main
cpic-rdf	CPIC pharmacogenomics guidelines in RDF format (19K triples)	https://github.com/biobricks-ai/cpic-rdf	main
freesolv	FreeSolv hydration free energy dataset with 642 compounds from MoleculeNet	https://github.com/biobricks-ai/freesolv	main
cyp1a2-veith	CYP1A2 inhibition dataset with 12,579 compounds for drug metabolism prediction	https://github.com/biobricks-ai/cyp1a2-veith	main
cyp2c19-veith	CYP2C19 inhibition dataset with 12,665 compounds for drug metabolism prediction	https://github.com/biobricks-ai/cyp2c19-veith	main
moleculeace-chembl4792	MoleculeACE ChEMBL4792 BACE1 inhibition dataset with 1,471 compounds	https://github.com/biobricks-ai/moleculeace-chembl4792	main
pcba	PCBA PubChem BioAssay dataset with 437,929 compounds and 128 assays from MoleculeNet	https://github.com/biobricks-ai/pcba	main
moleculeace-chembl4616	MoleculeACE ChEMBL4616 EC50 dataset with 682 compounds	https://github.com/biobricks-ai/moleculeace-chembl4616	main
lrgb-peptides-func	LRGB Peptides functional classification with 15,535 peptides and 10 activity labels	https://github.com/biobricks-ai/lrgb-peptides-func	main
lrgb-peptides-struct	LRGB Peptides structural properties with 15,535 peptides and 11 regression targets	https://github.com/biobricks-ai/lrgb-peptides-struct	main
consensus-bioactivity	Consensus bioactivity dataset with 10.9M measurements across 5,613 targets	https://github.com/biobricks-ai/consensus-bioactivity	main
moleculeace-chembl287	MoleculeACE ChEMBL287 DRD2 Ki dataset with 1,328 compounds	https://github.com/biobricks-ai/moleculeace-chembl287	main
moleculeace-chembl2971	MoleculeACE ChEMBL2971 Ki dataset with 976 compounds	https://github.com/biobricks-ai/moleculeace-chembl2971	main
moleculeace-chembl2835	MoleculeACE ChEMBL2835 Ki dataset with 615 compounds	https://github.com/biobricks-ai/moleculeace-chembl2835	main
moleculeace-chembl4203	MoleculeACE ChEMBL4203 Ki dataset with 731 compounds	https://github.com/biobricks-ai/moleculeace-chembl4203	main
moleculeace-chembl4005		https://github.com/biobricks-ai/moleculeace-chembl4005	main
moleculeace-chembl3979		https://github.com/biobricks-ai/moleculeace-chembl3979	main
moleculeace-chembl204		https://github.com/biobricks-ai/moleculeace-chembl204	main
moleculeace-chembl214		https://github.com/biobricks-ai/moleculeace-chembl214	main
moleculeace-chembl218		https://github.com/biobricks-ai/moleculeace-chembl218	main
moleculeace-chembl219		https://github.com/biobricks-ai/moleculeace-chembl219	main
moleculeace-chembl228		https://github.com/biobricks-ai/moleculeace-chembl228	main
moleculeace-chembl231		https://github.com/biobricks-ai/moleculeace-chembl231	main
moleculeace-chembl233		https://github.com/biobricks-ai/moleculeace-chembl233	main
moleculeace-chembl234		https://github.com/biobricks-ai/moleculeace-chembl234	main
moleculeace-chembl235		https://github.com/biobricks-ai/moleculeace-chembl235	main
moleculeace-chembl236		https://github.com/biobricks-ai/moleculeace-chembl236	main
moleculeace-chembl237-ec50		https://github.com/biobricks-ai/moleculeace-chembl237-ec50	main
moleculeace-chembl237-ki		https://github.com/biobricks-ai/moleculeace-chembl237-ki	main
moleculeace-chembl238		https://github.com/biobricks-ai/moleculeace-chembl238	main
moleculeace-chembl239		https://github.com/biobricks-ai/moleculeace-chembl239	main
moleculeace-chembl244		https://github.com/biobricks-ai/moleculeace-chembl244	main
moleculeace-chembl262		https://github.com/biobricks-ai/moleculeace-chembl262	main
moleculeace-chembl264		https://github.com/biobricks-ai/moleculeace-chembl264	main
moleculeace-chembl1862		https://github.com/biobricks-ai/moleculeace-chembl1862	main
moleculeace-chembl1871		https://github.com/biobricks-ai/moleculeace-chembl1871	main
moleculeace-chembl2034		https://github.com/biobricks-ai/moleculeace-chembl2034	main
moleculeace-chembl2047		https://github.com/biobricks-ai/moleculeace-chembl2047	main
moleculeace-chembl2147		https://github.com/biobricks-ai/moleculeace-chembl2147	main
solubility-aqsoldb		https://github.com/biobricks-ai/solubility-aqsoldb	main
pampa-ncats		https://github.com/biobricks-ai/pampa-ncats	main
skin-reaction		https://github.com/biobricks-ai/skin-reaction	main
carcinogens-lagunin		https://github.com/biobricks-ai/carcinogens-lagunin	main
admet-huggingface		https://github.com/biobricks-ai/admet-huggingface	main
tdc-admet-rdf	TDC ADMET benchmarks in RDF format (660K triples)	https://github.com/biobricks-ai/tdc-admet-rdf	main
herg-cardiotox-rdf	hERG cardiotoxicity data in RDF format	https://github.com/biobricks-ai/herg-cardiotox-rdf	main
